audio_url,description,model_id
https://github.com/MosSpace/iclr2024/raw/main/music_v2/groundtruth/NgniX3tg_Mo.wav,"The low quality recording features a live performance of a traditional song and it consists of a flat male vocal singing over sustained strings melody and mellow, subtle percussive element. There are some people talking in the background, followed by a cough. It sounds passionate and emotional, even though the recording is noisy and in mono.",groundtruth
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_16_full_8_ft_ddpm/uTfLf1Y8hhM.wav,A female voice is singing soulfully. She gets support from several backing vocals singing harmonies along. A tambourine is holding the rhythm along with a bassline and a e-guitar giving the song a reggae feeling. This song may be playing in a car. This is an amateur recording.,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/Ex0ukzO5z9M.wav,"The low quality recording features a reggae song that consists of passionate male vocal singing over groovy bass, simple hi hats and punchy snare. There are some loud stuttering low frequency audio crackly noises in the recording, which makes it a bit uncomfortable to listen. It sounds groovy and chill regardless.",2023_07_24_full_8_ft_ddpm_crossattn_t5_music
https://github.com/MosSpace/iclr2024/raw/main/music_v2/groundtruth/KxjiEi2Eywk.wav,"The song is an instrumental. The tempo is slow with a lion playing an emotional solo, string section harmony, strong drumming rhythm and a steady bass line. The song is emotional and inspiring. The audio quality is poor.",groundtruth
https://github.com/MosSpace/iclr2024/raw/main/music_v2/groundtruth/hhVFK9tYu84.wav,"This is a live blues-rock performance. The saxophone is playing a solo section, and the electric guitar repeats an arpeggio. This song  would be suitable in a blues bar.",groundtruth
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/qFrvkOOR2HQ.wav,The low quality recording features a man talking in the background over woodwind melody and wooden percussion. It sounds like a traditional folk song and the recording is noisy and in mono.,2023_07_24_full_8_ft_ddpm_crossattn_t5_music
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/H18aK9HhNSM.wav,"The low quality recording features a live performance of a country song played by ukulele orchestra, smooth double bass and sung by fruity male vocals. It is uptempo and it sounds energetic, even without drums, and passionate.",2023_07_24_full_8_ft_ddpm_crossattn_t5_music
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_16_full_8_ft_ddpm/We-bFXFjWaM.wav,"The low quality recording features a percussive shoe tapping over hip hop beat playing in the background. The beat consists of shimmering shakers, hard 808 bass and punchy snare. At one point the shoe tapper gets a little bit sloppy. It sounds a bit muffled, boomy and reverberant.",2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/Rdwtr2IX8ek.wav,Soft singer songwriter folk rock with a gentle male vocal and acoustic guitar strumming. The vocal production is quite loud. Music for an international artsy cafe.,2023_07_24_full_8_ft_ddpm_crossattn_t5_music
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_16_full_8_ft_ddpm/ad6UhYwTXXQ.wav,The audio contains a female voice singing carnatic tones/melody over a shrutibox/drone sound. The audio quality is decent but contains a lot of white noise. It's assumed that this is an amateur recording. This song may be playing at a music teacher's home demonstrating scales to a student.,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/music_v2/groundtruth/28pkN4m1x6I.wav,This is an electro swing/funk music piece. It is an instrumental piece. There is a brass section making up the most of the melody with the saxophone as the lead. The bass line is being played by the tuba. There is also a piano adding texture to the melody. The rhythmic background is provided by an electronic drum beat. The atmosphere is upbeat and eccentric. This piece could be playing at a nightclub or a dance club. It could also work well in the soundtrack of a comedy animation movie.,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/music_v2/groundtruth/-0vPFx-wRRI.wav,"a male voice is singing a melody with changing tempos while snipping his fingers rhythmically. The recording sounds like it has been recorded in an empty room. This song may be playing, practicing snipping and singing along.",groundtruth
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/bAJrcYJgllE.wav,"This clip is an instrumental. The tempo is fast with high pitched, dissonant sounds that are digitally and electronically arranged. There is no melody or beat to this music.",2023_07_24_full_8_ft_ddpm_crossattn_t5_music
https://github.com/MosSpace/iclr2024/raw/main/music_v2/groundtruth/We-bFXFjWaM.wav,"The low quality recording features a percussive shoe tapping over hip hop beat playing in the background. The beat consists of shimmering shakers, hard 808 bass and punchy snare. At one point the shoe tapper gets a little bit sloppy. It sounds a bit muffled, boomy and reverberant.",groundtruth
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_16_full_8_ft_ddpm/28pkN4m1x6I.wav,This is an electro swing/funk music piece. It is an instrumental piece. There is a brass section making up the most of the melody with the saxophone as the lead. The bass line is being played by the tuba. There is also a piano adding texture to the melody. The rhythmic background is provided by an electronic drum beat. The atmosphere is upbeat and eccentric. This piece could be playing at a nightclub or a dance club. It could also work well in the soundtrack of a comedy animation movie.,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_16_full_8_ft_ddpm/qZ_-5JplSVg.wav,"The Gospel song features a choir singing over shimmering cymbals, soft hi-hats, smooth bass, arpeggiated acoustic guitar melody, sustained strings melody and emotional piano chords. It sounds passionate and heartfelt as the instrumentation is played dynamically, as the listener can really feel the softness of the instruments.",2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_16_full_8_ft_ddpm/-Q9MTRXS4bE.wav,"This music is a spirited instrumental. The tempo is fast with an animated Piano harmony, synthesiser  arrangements, synthesised violins, rhythmic digital drums, funky bass lines and electronic sounds. The music is superimposed over sounds of tapping and rhythmic beeping. The music is happy, perky, upbeat, enthusiastic, lively and spirited.",2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/B_kAtTBUDIA.wav,"The low quality recording features a regional Mexican song that contains wooden percussive elements, groovy bass and staccato brass melody over which flat male vocalists sing. It sounds vintage, as the recording is very noisy and in mono.",2023_07_24_full_8_ft_ddpm_crossattn_t5_music
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/28pkN4m1x6I.wav,This is an electro swing/funk music piece. It is an instrumental piece. There is a brass section making up the most of the melody with the saxophone as the lead. The bass line is being played by the tuba. There is also a piano adding texture to the melody. The rhythmic background is provided by an electronic drum beat. The atmosphere is upbeat and eccentric. This piece could be playing at a nightclub or a dance club. It could also work well in the soundtrack of a comedy animation movie.,2023_07_24_full_8_ft_ddpm_crossattn_t5_music
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/2SQxfaWAJJg.wav,This audio contains fast paced digital drums changing the beat from halftime into a four on the floor with a kick on every beat along with a synth bassline. Other synth sounds are playing a lead sound and an arpeggiolike melody along with a distorted e-guitar. A female voice is singing in a high pitch accompanied by another female backing voice creating a harmony. This song may be playing as an entry for a fast paced action series.,2023_07_24_full_8_ft_ddpm_crossattn_t5_music
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_16_full_8_ft_ddpm/1Q9DXhXMSFI.wav,"The Low Quality recording features a regional Mexican song sung by reverberant male vocals over acoustic guitar chords, punchy snare and kick hits, groovy bass and funky piano chords. There is a short snare roll at one point that serves as a transition to the next section of the song. Sounds a bit muffled, as it is a live performance, but also energetic and fun.",2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/1Q9DXhXMSFI.wav,"The Low Quality recording features a regional Mexican song sung by reverberant male vocals over acoustic guitar chords, punchy snare and kick hits, groovy bass and funky piano chords. There is a short snare roll at one point that serves as a transition to the next section of the song. Sounds a bit muffled, as it is a live performance, but also energetic and fun.",2023_07_24_full_8_ft_ddpm_crossattn_t5_music
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/OEpMpYMjO9Y.wav,"Someone is scratching over a hip hop backing-track containing digital drums, a subby bassline and some pad sounds samples playing a melody. A male voice sample is shouting something. This song may be playing at home practicing scratching.",2023_07_24_full_8_ft_ddpm_crossattn_t5_music
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/GOTy3yhCylw.wav,This is a bass guitar jam in the style of funk. It is an instrumental performance. The bass guitar is playing a complex solo using the slap technique. There is a backing track composed of a programmed acoustic sounding drum beat. There is a groovy atmosphere to it. This piece could be used in the opening theme of a tutorial/unboxing YouTube channel.,2023_07_24_full_8_ft_ddpm_crossattn_t5_music
https://github.com/MosSpace/iclr2024/raw/main/music_v2/groundtruth/Uc_1PzGr5xw.wav,"The low quality recording features a tutorial where in the beginning there is a banjo guitar melody over which a passionate male vocalist is singing. In the second half of the loop, a flat male vocal is talking. The recording is noisy, in mono and it sounds passionate and emotional.",groundtruth
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/-0vPFx-wRRI.wav,"a male voice is singing a melody with changing tempos while snipping his fingers rhythmically. The recording sounds like it has been recorded in an empty room. This song may be playing, practicing snipping and singing along.",2023_07_24_full_8_ft_ddpm_crossattn_t5_music
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/otVPTo72q4w.wav,"This music is instrumental. The tempo is slow with a harmonious melody of string instruments, percussion and wind instruments which sound like the Indian Sarangi, dhol or madal , shakers and a flute. The music is classical, simple, enchanting and melodic. This song is a Folk song Instrumental.",2023_07_24_full_8_ft_ddpm_crossattn_t5_music
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/We-bFXFjWaM.wav,"The low quality recording features a percussive shoe tapping over hip hop beat playing in the background. The beat consists of shimmering shakers, hard 808 bass and punchy snare. At one point the shoe tapper gets a little bit sloppy. It sounds a bit muffled, boomy and reverberant.",2023_07_24_full_8_ft_ddpm_crossattn_t5_music
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/hhVFK9tYu84.wav,"This is a live blues-rock performance. The saxophone is playing a solo section, and the electric guitar repeats an arpeggio. This song  would be suitable in a blues bar.",2023_07_24_full_8_ft_ddpm_crossattn_t5_music
https://github.com/MosSpace/iclr2024/raw/main/music_v2/groundtruth/cS2gRhH6it4.wav,This is a Hindu music piece. There is a female vocalist singing at a medium-to-high pitch in a devotional manner. A sitar provides a melodic background. The tabla is being played in the rhythmic background. The atmosphere is spiritual. This piece could be played at religious events and online content related to Hindu religion.,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_16_full_8_ft_ddpm/PQ7cX2Cnusg.wav,This rock song features a guitar solo played on a guitar with heavy distortion. The solo starts off with high pitch notes being played. This is followed by a dive bomb using the whammy bar. The guitar then plays a descending lick followed by scratch harmonics and another descending run. This is accompanied by percussion playing a powerful rock beat in common time. The bass plays the root notes of the chords. Another distortion guitar plays power chords to back the lead guitar. There are no voices in this song. This song can be used in a car chase sequence in a movie.,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/music_v2/groundtruth/M4rXhyyvERM.wav,"This is the recording of a jazz improvisation performance. It is in an instrumental piece performed with a keyboard that utilizes a classical piano sound. The chords are being played gently which creates a calming atmosphere. Due to various chords and lines being played in this performance, parts of it could be lifted to be used as piano samples for a beat. It could also be playing in the background of a restaurant or a jazz bar.",groundtruth
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/KxjiEi2Eywk.wav,"The song is an instrumental. The tempo is slow with a lion playing an emotional solo, string section harmony, strong drumming rhythm and a steady bass line. The song is emotional and inspiring. The audio quality is poor.",2023_07_24_full_8_ft_ddpm_crossattn_t5_music
https://github.com/MosSpace/iclr2024/raw/main/music_v2/groundtruth/1Q9DXhXMSFI.wav,"The Low Quality recording features a regional Mexican song sung by reverberant male vocals over acoustic guitar chords, punchy snare and kick hits, groovy bass and funky piano chords. There is a short snare roll at one point that serves as a transition to the next section of the song. Sounds a bit muffled, as it is a live performance, but also energetic and fun.",groundtruth
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/qZ_-5JplSVg.wav,"The Gospel song features a choir singing over shimmering cymbals, soft hi-hats, smooth bass, arpeggiated acoustic guitar melody, sustained strings melody and emotional piano chords. It sounds passionate and heartfelt as the instrumentation is played dynamically, as the listener can really feel the softness of the instruments.",2023_07_24_full_8_ft_ddpm_crossattn_t5_music
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_16_full_8_ft_ddpm/Uc_1PzGr5xw.wav,"The low quality recording features a tutorial where in the beginning there is a banjo guitar melody over which a passionate male vocalist is singing. In the second half of the loop, a flat male vocal is talking. The recording is noisy, in mono and it sounds passionate and emotional.",2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/uZHE9b1WDuM.wav,"The song is an instrumental. The tempo is fast , with a philharmonic orchestra consisting of string section, rhythm section and horns accompanying a virtuoso wooden xylophone playing this western classical hit. The song is energetic and exciting.",2023_07_24_full_8_ft_ddpm_crossattn_t5_music
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/ad6UhYwTXXQ.wav,The audio contains a female voice singing carnatic tones/melody over a shrutibox/drone sound. The audio quality is decent but contains a lot of white noise. It's assumed that this is an amateur recording. This song may be playing at a music teacher's home demonstrating scales to a student.,2023_07_24_full_8_ft_ddpm_crossattn_t5_music
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_16_full_8_ft_ddpm/cS2gRhH6it4.wav,This is a Hindu music piece. There is a female vocalist singing at a medium-to-high pitch in a devotional manner. A sitar provides a melodic background. The tabla is being played in the rhythmic background. The atmosphere is spiritual. This piece could be played at religious events and online content related to Hindu religion.,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/music_v2/groundtruth/PQ7cX2Cnusg.wav,This rock song features a guitar solo played on a guitar with heavy distortion. The solo starts off with high pitch notes being played. This is followed by a dive bomb using the whammy bar. The guitar then plays a descending lick followed by scratch harmonics and another descending run. This is accompanied by percussion playing a powerful rock beat in common time. The bass plays the root notes of the chords. Another distortion guitar plays power chords to back the lead guitar. There are no voices in this song. This song can be used in a car chase sequence in a movie.,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/music_v2/groundtruth/qZ_-5JplSVg.wav,"The Gospel song features a choir singing over shimmering cymbals, soft hi-hats, smooth bass, arpeggiated acoustic guitar melody, sustained strings melody and emotional piano chords. It sounds passionate and heartfelt as the instrumentation is played dynamically, as the listener can really feel the softness of the instruments.",groundtruth
https://github.com/MosSpace/iclr2024/raw/main/music_v2/groundtruth/B_kAtTBUDIA.wav,"The low quality recording features a regional Mexican song that contains wooden percussive elements, groovy bass and staccato brass melody over which flat male vocalists sing. It sounds vintage, as the recording is very noisy and in mono.",groundtruth
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/z3UCnloQGPY.wav,This is an instrumental movie music piece used in the background of a short film. There is a gentle melody being played by the strings and the piano. The atmosphere is eerie and enigmatic. This piece could suit well in the soundtrack of a mystery video game or a movie.,2023_07_24_full_8_ft_ddpm_crossattn_t5_music
https://github.com/MosSpace/iclr2024/raw/main/music_v2/groundtruth/OEpMpYMjO9Y.wav,"Someone is scratching over a hip hop backing-track containing digital drums, a subby bassline and some pad sounds samples playing a melody. A male voice sample is shouting something. This song may be playing at home practicing scratching.",groundtruth
https://github.com/MosSpace/iclr2024/raw/main/music_v2/groundtruth/-Q9MTRXS4bE.wav,"This music is a spirited instrumental. The tempo is fast with an animated Piano harmony, synthesiser  arrangements, synthesised violins, rhythmic digital drums, funky bass lines and electronic sounds. The music is superimposed over sounds of tapping and rhythmic beeping. The music is happy, perky, upbeat, enthusiastic, lively and spirited.",groundtruth
https://github.com/MosSpace/iclr2024/raw/main/music_v2/groundtruth/bAJrcYJgllE.wav,"This clip is an instrumental. The tempo is fast with high pitched, dissonant sounds that are digitally and electronically arranged. There is no melody or beat to this music.",groundtruth
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/PQ7cX2Cnusg.wav,This rock song features a guitar solo played on a guitar with heavy distortion. The solo starts off with high pitch notes being played. This is followed by a dive bomb using the whammy bar. The guitar then plays a descending lick followed by scratch harmonics and another descending run. This is accompanied by percussion playing a powerful rock beat in common time. The bass plays the root notes of the chords. Another distortion guitar plays power chords to back the lead guitar. There are no voices in this song. This song can be used in a car chase sequence in a movie.,2023_07_24_full_8_ft_ddpm_crossattn_t5_music
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_16_full_8_ft_ddpm/H18aK9HhNSM.wav,"The low quality recording features a live performance of a country song played by ukulele orchestra, smooth double bass and sung by fruity male vocals. It is uptempo and it sounds energetic, even without drums, and passionate.",2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/music_v2/groundtruth/tDVOUsG52Jw.wav,"This music is a simple and pleasing instrumental. The tempo is medium fast with a cheerful accordion harmony. The music is minimalist,simple, cheerful, happy, fun, carefree, jolly and lighthearted.",groundtruth
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_16_full_8_ft_ddpm/M4rXhyyvERM.wav,"This is the recording of a jazz improvisation performance. It is in an instrumental piece performed with a keyboard that utilizes a classical piano sound. The chords are being played gently which creates a calming atmosphere. Due to various chords and lines being played in this performance, parts of it could be lifted to be used as piano samples for a beat. It could also be playing in the background of a restaurant or a jazz bar.",2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_16_full_8_ft_ddpm/Rdwtr2IX8ek.wav,Soft singer songwriter folk rock with a gentle male vocal and acoustic guitar strumming. The vocal production is quite loud. Music for an international artsy cafe.,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_16_full_8_ft_ddpm/hhVFK9tYu84.wav,"This is a live blues-rock performance. The saxophone is playing a solo section, and the electric guitar repeats an arpeggio. This song  would be suitable in a blues bar.",2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/music_v2/groundtruth/2SQxfaWAJJg.wav,This audio contains fast paced digital drums changing the beat from halftime into a four on the floor with a kick on every beat along with a synth bassline. Other synth sounds are playing a lead sound and an arpeggiolike melody along with a distorted e-guitar. A female voice is singing in a high pitch accompanied by another female backing voice creating a harmony. This song may be playing as an entry for a fast paced action series.,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/music_v2/groundtruth/Zhurw43-Y1g.wav,"A male vocalist chants this captivating harmony. The tempo is slow with electronic music, and vocals sung melodiously to create this hypnotic music. The music is calming, soothing, healing, meditative, psychedelic, trance like, hypnotic and ethereal. The instruments used could be glass harp, a low pitched string instrument and choral vocal chanting.",groundtruth
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_16_full_8_ft_ddpm/otVPTo72q4w.wav,"This music is instrumental. The tempo is slow with a harmonious melody of string instruments, percussion and wind instruments which sound like the Indian Sarangi, dhol or madal , shakers and a flute. The music is classical, simple, enchanting and melodic. This song is a Folk song Instrumental.",2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_16_full_8_ft_ddpm/Zhurw43-Y1g.wav,"A male vocalist chants this captivating harmony. The tempo is slow with electronic music, and vocals sung melodiously to create this hypnotic music. The music is calming, soothing, healing, meditative, psychedelic, trance like, hypnotic and ethereal. The instruments used could be glass harp, a low pitched string instrument and choral vocal chanting.",2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/NgniX3tg_Mo.wav,"The low quality recording features a live performance of a traditional song and it consists of a flat male vocal singing over sustained strings melody and mellow, subtle percussive element. There are some people talking in the background, followed by a cough. It sounds passionate and emotional, even though the recording is noisy and in mono.",2023_07_24_full_8_ft_ddpm_crossattn_t5_music
https://github.com/MosSpace/iclr2024/raw/main/music_v2/groundtruth/qFrvkOOR2HQ.wav,The low quality recording features a man talking in the background over woodwind melody and wooden percussion. It sounds like a traditional folk song and the recording is noisy and in mono.,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_16_full_8_ft_ddpm/bAJrcYJgllE.wav,"This clip is an instrumental. The tempo is fast with high pitched, dissonant sounds that are digitally and electronically arranged. There is no melody or beat to this music.",2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/Uc_1PzGr5xw.wav,"The low quality recording features a tutorial where in the beginning there is a banjo guitar melody over which a passionate male vocalist is singing. In the second half of the loop, a flat male vocal is talking. The recording is noisy, in mono and it sounds passionate and emotional.",2023_07_24_full_8_ft_ddpm_crossattn_t5_music
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/tDVOUsG52Jw.wav,"This music is a simple and pleasing instrumental. The tempo is medium fast with a cheerful accordion harmony. The music is minimalist,simple, cheerful, happy, fun, carefree, jolly and lighthearted.",2023_07_24_full_8_ft_ddpm_crossattn_t5_music
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_16_full_8_ft_ddpm/-0vPFx-wRRI.wav,"a male voice is singing a melody with changing tempos while snipping his fingers rhythmically. The recording sounds like it has been recorded in an empty room. This song may be playing, practicing snipping and singing along.",2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/uTfLf1Y8hhM.wav,A female voice is singing soulfully. She gets support from several backing vocals singing harmonies along. A tambourine is holding the rhythm along with a bassline and a e-guitar giving the song a reggae feeling. This song may be playing in a car. This is an amateur recording.,2023_07_24_full_8_ft_ddpm_crossattn_t5_music
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_16_full_8_ft_ddpm/B_kAtTBUDIA.wav,"The low quality recording features a regional Mexican song that contains wooden percussive elements, groovy bass and staccato brass melody over which flat male vocalists sing. It sounds vintage, as the recording is very noisy and in mono.",2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_16_full_8_ft_ddpm/cmJj7SxQEp8.wav,This reggae song features a male voice singing the main melody. This is accompanied by percussion playing a reggae beat. The bass plays a single note on the fourth count of each bar. There are no other instruments in this song. This song can be played in a club as a dance song.,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_16_full_8_ft_ddpm/z3UCnloQGPY.wav,This is an instrumental movie music piece used in the background of a short film. There is a gentle melody being played by the strings and the piano. The atmosphere is eerie and enigmatic. This piece could suit well in the soundtrack of a mystery video game or a movie.,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/music_v2/groundtruth/Ex0ukzO5z9M.wav,"The low quality recording features a reggae song that consists of passionate male vocal singing over groovy bass, simple hi hats and punchy snare. There are some loud stuttering low frequency audio crackly noises in the recording, which makes it a bit uncomfortable to listen. It sounds groovy and chill regardless.",groundtruth
https://github.com/MosSpace/iclr2024/raw/main/music_v2/2023_07_24_full_8_ft_ddpm_crossattn_t5_music/M4rXhyyvERM.wav,"This is the recording of a jazz improvisation performance. It is in an instrumental piece performed with a keyboard that utilizes a classical piano sound. The chords are being played gently which creates a calming atmosphere. Due to various chords and lines being played in this performance, parts of it could be lifted to be used as piano samples for a beat. It could also be playing in the background of a restaurant or a jazz bar.",2023_07_24_full_8_ft_ddpm_crossattn_t5_music
